title,url,date,adults_surveyed,results,agg_results_pct
Would you support or oppose banning smoking in pub gardens and outdoor restaurants?,https://yougov.co.uk/topics/health/survey-results/daily/2024/08/29/a8ff1/1,Conducted 29 August 2024,3715,"{'Strongly support': {'All': 35, 'Con': 34, 'Lab': 40, 'Lib Dem': 35, 'Reform': 28}, 'Tend to support': {'All': 23, 'Con': 24, 'Lab': 27, 'Lib Dem': 30, 'Reform': 13}, 'Tend to oppose': {'All': 17, 'Con': 18, 'Lab': 16, 'Lib Dem': 14, 'Reform': 20}, 'Strongly oppose': {'All': 18, 'Con': 18, 'Lab': 11, 'Lib Dem': 14, 'Reform': 34}, 'Don’t know': {'All': 7, 'Con': 6, 'Lab': 6, 'Lib Dem': 6, 'Reform': 5}}","{'All': {'support': 35, 'oppose': 18}, 'Con': {'support': 34, 'oppose': 18}, 'Lab': {'support': 40, 'oppose': 11}, 'Lib Dem': {'support': 35, 'oppose': 14}, 'Reform': {'support': 28, 'oppose': 34}}"
Would you support or oppose increasing the amount of time that migrants have to live in the UK before they are legally entitled to stay on a permanent basis?,https://yougov.co.uk/topics/politics/survey-results/daily/2025/02/06/f40bf/1,Conducted 6 February 2025,4542,"{'Strongly support': {'All': 29, 'Con': 42, 'Lab': 20, 'Lib Dem': 21, 'Reform': 62}, 'Somewhat support': {'All': 21, 'Con': 20, 'Lab': 26, 'Lib Dem': 26, 'Reform': 10}, 'Somewhat oppose': {'All': 13, 'Con': 10, 'Lab': 16, 'Lib Dem': 19, 'Reform': 4}, 'Strongly oppose': {'All': 16, 'Con': 18, 'Lab': 13, 'Lib Dem': 15, 'Reform': 20}, ""Don't know"": {'All': 21, 'Con': 11, 'Lab': 25, 'Lib Dem': 19, 'Reform': 5}}","{'All': {'support': 50, 'oppose': 29}, 'Con': {'support': 62, 'oppose': 28}, 'Lab': {'support': 46, 'oppose': 29}, 'Lib Dem': {'support': 47, 'oppose': 34}, 'Reform': {'support': 72, 'oppose': 24}}"
Do you support or oppose a new law that says all tips must be passed onto employees?,https://yougov.co.uk/topics/economy/survey-results/daily/2024/10/02/db272/2,Conducted 2 October 2024,4153,"{'Strongly support': {'All': 67, 'Con': 69, 'Lab': 74, 'Lib Dem': 73, 'Reform': 73}, 'Tend to support': {'All': 22, 'Con': 24, 'Lab': 21, 'Lib Dem': 19, 'Reform': 18}, 'Tend to oppose': {'All': 2, 'Con': 1, 'Lab': 2, 'Lib Dem': 1, 'Reform': 2}, 'Strongly oppose': {'All': 2, 'Con': 1, 'Lab': 1, 'Lib Dem': 2, 'Reform': 1}, 'Don’t know': {'All': 7, 'Con': 5, 'Lab': 3, 'Lib Dem': 5, 'Reform': 5}}","{'All': {'support': 67, 'oppose': 2}, 'Con': {'support': 69, 'oppose': 1}, 'Lab': {'support': 74, 'oppose': 1}, 'Lib Dem': {'support': 73, 'oppose': 2}, 'Reform': {'support': 73, 'oppose': 1}}"
"Assuming the technology becomes available, would you support or oppose scientists recreating and reintroducing to the wild animals from species that went extinct in ancient times?",https://yougov.co.uk/topics/politics/survey-results/daily/2025/04/11/a5ba0/2,Conducted 11 April 2025,4821,"{'Strongly support': {'All': 8, 'Con': 6, 'Lab': 9, 'Lib Dem': 5, 'Reform': 13}, 'Somewhat support': {'All': 28, 'Con': 24, 'Lab': 31, 'Lib Dem': 35, 'Reform': 29}, 'Somewhat oppose': {'All': 24, 'Con': 29, 'Lab': 25, 'Lib Dem': 21, 'Reform': 18}, 'Strongly oppose': {'All': 19, 'Con': 24, 'Lab': 17, 'Lib Dem': 15, 'Reform': 23}, ""Don't know"": {'All': 21, 'Con': 16, 'Lab': 19, 'Lib Dem': 24, 'Reform': 16}}","{'All': {'support': 36, 'oppose': 43}, 'Con': {'support': 30, 'oppose': 53}, 'Lab': {'support': 40, 'oppose': 42}, 'Lib Dem': {'support': 40, 'oppose': 36}, 'Reform': {'support': 42, 'oppose': 41}}"
"Would you support or oppose introducing fines of up to £1,000 for people playing music or videos out loud on their phone speakers on public transport or at train stations and bus stops?",https://yougov.co.uk/topics/politics/survey-results/daily/2025/04/24/91991/1,Conducted 24 April 2025,6815,"{'Strongly support': {'All': 29, 'Con': 37, 'Lab': 29, 'Lib Dem': 27, 'Reform': 35}, 'Somewhat support': {'All': 33, 'Con': 39, 'Lab': 34, 'Lib Dem': 35, 'Reform': 30}, 'Somewhat oppose': {'All': 17, 'Con': 13, 'Lab': 19, 'Lib Dem': 19, 'Reform': 14}, 'Strongly oppose': {'All': 11, 'Con': 5, 'Lab': 10, 'Lib Dem': 12, 'Reform': 11}, ""Don't know"": {'All': 9, 'Con': 6, 'Lab': 8, 'Lib Dem': 7, 'Reform': 10}}","{'All': {'support': 62, 'oppose': 28}, 'Con': {'support': 76, 'oppose': 18}, 'Lab': {'support': 63, 'oppose': 29}, 'Lib Dem': {'support': 62, 'oppose': 31}, 'Reform': {'support': 65, 'oppose': 25}}"
"Do you support or oppose the NHS prescribing comedy-based interventions, such as stand-up shows and comedy workshops, to reduce the amount of anti-depressants that are prescribed?",https://yougov.co.uk/topics/entertainment/survey-results/daily/2025/02/20/c33bd/3,Conducted 20 February 2025,5268,"{'Strongly support': {'All': 11, 'Con': 7, 'Lab': 14, 'Lib Dem': 11, 'Reform': 6}, 'Somewhat support': {'All': 28, 'Con': 25, 'Lab': 32, 'Lib Dem': 30, 'Reform': 19}, 'Somewhat oppose': {'All': 17, 'Con': 19, 'Lab': 17, 'Lib Dem': 19, 'Reform': 20}, 'Strongly oppose': {'All': 19, 'Con': 28, 'Lab': 12, 'Lib Dem': 14, 'Reform': 35}, ""Don't know"": {'All': 26, 'Con': 21, 'Lab': 25, 'Lib Dem': 26, 'Reform': 20}}","{'All': {'support': 39, 'oppose': 36}, 'Con': {'support': 32, 'oppose': 47}, 'Lab': {'support': 46, 'oppose': 29}, 'Lib Dem': {'support': 41, 'oppose': 33}, 'Reform': {'support': 25, 'oppose': 55}}"
"From everything you have seen and heard about the issue, do you support or oppose the government's proposals to give sovereignty of the Chagos Islands to Mauritius?",https://yougov.co.uk/topics/international/survey-results/daily/2025/02/06/f40bf/3,Conducted 6 February 2025,4542,"{'Strongly support': {'All': 9, 'Con': 5, 'Lab': 16, 'Lib Dem': 11, 'Reform': 3}, 'Somewhat support': {'All': 14, 'Con': 11, 'Lab': 20, 'Lib Dem': 18, 'Reform': 8}, 'Somewhat oppose': {'All': 8, 'Con': 11, 'Lab': 7, 'Lib Dem': 7, 'Reform': 8}, 'Strongly oppose': {'All': 19, 'Con': 36, 'Lab': 7, 'Lib Dem': 9, 'Reform': 49}, ""Don't know"": {'All': 50, 'Con': 37, 'Lab': 50, 'Lib Dem': 54, 'Reform': 33}}","{'All': {'support': 23, 'oppose': 27}, 'Con': {'support': 16, 'oppose': 47}, 'Lab': {'support': 36, 'oppose': 14}, 'Lib Dem': {'support': 29, 'oppose': 16}, 'Reform': {'support': 11, 'oppose': 57}}"
Would you support or oppose a two alcoholic drink per passenger limit at airport bars?,https://yougov.co.uk/topics/travel/survey-results/daily/2024/08/28/d229d/3,Conducted 28 August 2024,6771,"{'Strongly support': {'All': 32, 'Con': 37, 'Lab': 34, 'Lib Dem': 34, 'Reform': 32}, 'Tend to support': {'All': 30, 'Con': 30, 'Lab': 34, 'Lib Dem': 34, 'Reform': 28}, 'Tend to oppose': {'All': 15, 'Con': 15, 'Lab': 13, 'Lib Dem': 16, 'Reform': 16}, 'Strongly oppose': {'All': 9, 'Con': 9, 'Lab': 7, 'Lib Dem': 6, 'Reform': 14}, 'Don’t know': {'All': 13, 'Con': 9, 'Lab': 12, 'Lib Dem': 11, 'Reform': 10}}","{'All': {'support': 32, 'oppose': 9}, 'Con': {'support': 37, 'oppose': 9}, 'Lab': {'support': 34, 'oppose': 7}, 'Lib Dem': {'support': 34, 'oppose': 6}, 'Reform': {'support': 32, 'oppose': 14}}"
Would you support or oppose having an additional bank holiday in May of this year to mark the 80th anniversary of VE Day (the end of World War 2 in Europe)?,https://yougov.co.uk/topics/travel/survey-results/daily/2025/04/09/38f25/3,Conducted 9 April 2025,6020,"{'Strongly support': {'All': 53, 'Con': 52, 'Lab': 55, 'Lib Dem': 49, 'Reform': 65}, 'Somewhat support': {'All': 25, 'Con': 29, 'Lab': 25, 'Lib Dem': 28, 'Reform': 15}, 'Somewhat oppose': {'All': 7, 'Con': 8, 'Lab': 6, 'Lib Dem': 11, 'Reform': 5}, 'Strongly oppose': {'All': 3, 'Con': 3, 'Lab': 3, 'Lib Dem': 3, 'Reform': 4}, ""Don't know"": {'All': 12, 'Con': 7, 'Lab': 10, 'Lib Dem': 9, 'Reform': 10}}","{'All': {'support': 78, 'oppose': 10}, 'Con': {'support': 81, 'oppose': 11}, 'Lab': {'support': 80, 'oppose': 9}, 'Lib Dem': {'support': 77, 'oppose': 14}, 'Reform': {'support': 80, 'oppose': 9}}"
Would you support or oppose giving police the power to search homes without a warrant if electronic tracking suggests stolen property (such as phones or bicycles) may be present there?,https://yougov.co.uk/topics/politics/survey-results/daily/2025/02/25/1f35b/1,Conducted 25 February 2025,5390,"{'Strongly support': {'All': 30, 'Con': 44, 'Lab': 29, 'Lib Dem': 30, 'Reform': 38}, 'Somewhat support': {'All': 34, 'Con': 36, 'Lab': 36, 'Lib Dem': 38, 'Reform': 26}, 'Somewhat oppose': {'All': 13, 'Con': 8, 'Lab': 14, 'Lib Dem': 14, 'Reform': 11}, 'Strongly oppose': {'All': 15, 'Con': 7, 'Lab': 13, 'Lib Dem': 10, 'Reform': 18}, 'Don’t know': {'All': 9, 'Con': 4, 'Lab': 8, 'Lib Dem': 9, 'Reform': 6}}","{'All': {'support': 64, 'oppose': 28}, 'Con': {'support': 80, 'oppose': 15}, 'Lab': {'support': 65, 'oppose': 27}, 'Lib Dem': {'support': 68, 'oppose': 24}, 'Reform': {'support': 64, 'oppose': 29}}"
Would you support or oppose a law requiring people who are not UK residents and are purchasing a home in the UK to pay a tax equivalent to 100% of the value of the home?,https://yougov.co.uk/topics/politics/survey-results/daily/2025/01/14/075aa/1,Conducted 14 January 2025,4877,"{'Strongly support': {'All': 27, 'Con': 29, 'Lab': 27, 'Lib Dem': 25, 'Reform': 39}, 'Somewhat support': {'All': 26, 'Con': 27, 'Lab': 27, 'Lib Dem': 31, 'Reform': 24}, 'Somewhat oppose': {'All': 16, 'Con': 16, 'Lab': 17, 'Lib Dem': 16, 'Reform': 11}, 'Strongly oppose': {'All': 11, 'Con': 11, 'Lab': 9, 'Lib Dem': 10, 'Reform': 9}, ""Don't know"": {'All': 21, 'Con': 16, 'Lab': 21, 'Lib Dem': 18, 'Reform': 18}}","{'All': {'support': 53, 'oppose': 27}, 'Con': {'support': 56, 'oppose': 27}, 'Lab': {'support': 54, 'oppose': 26}, 'Lib Dem': {'support': 56, 'oppose': 26}, 'Reform': {'support': 63, 'oppose': 20}}"
Would you support or oppose a move to increase the number of deportations of illegal immigrants from the UK?,https://yougov.co.uk/topics/politics/survey-results/daily/2024/08/21/9ef2c/1,Conducted 21 August 2024,3880,"{'Strongly support': {'All': 44, 'Con': 67, 'Lab': 29, 'Lib Dem': 24, 'Reform': 92}, 'Tend to support': {'All': 23, 'Con': 25, 'Lab': 29, 'Lib Dem': 31, 'Reform': 4}, 'Tend to oppose': {'All': 11, 'Con': 2, 'Lab': 18, 'Lib Dem': 14, 'Reform': 1}, 'Strongly oppose': {'All': 8, 'Con': 2, 'Lab': 10, 'Lib Dem': 8, 'Reform': 3}, ""Don't know"": {'All': 14, 'Con': 5, 'Lab': 14, 'Lib Dem': 22, 'Reform': 1}}","{'All': {'support': 44, 'oppose': 8}, 'Con': {'support': 67, 'oppose': 2}, 'Lab': {'support': 29, 'oppose': 10}, 'Lib Dem': {'support': 24, 'oppose': 8}, 'Reform': {'support': 92, 'oppose': 3}}"
"From everything you have seen and heard about the issue, do you support or oppose the government's proposals to give sovereignty of the Chagos Islands to Mauritius?",https://yougov.co.uk/topics/international/survey-results/daily/2025/01/09/3a54c/3,Conducted 9 January 2025,5780,"{'Strongly support': {'All': 9, 'Con': 6, 'Lab': 15, 'Lib Dem': 13, 'Reform': 3}, 'Somewhat support': {'All': 16, 'Con': 15, 'Lab': 20, 'Lib Dem': 24, 'Reform': 8}, 'Somewhat oppose': {'All': 7, 'Con': 10, 'Lab': 5, 'Lib Dem': 6, 'Reform': 9}, 'Strongly oppose': {'All': 14, 'Con': 27, 'Lab': 4, 'Lib Dem': 5, 'Reform': 44}, ""Don't know"": {'All': 54, 'Con': 42, 'Lab': 56, 'Lib Dem': 51, 'Reform': 35}}","{'All': {'support': 25, 'oppose': 21}, 'Con': {'support': 21, 'oppose': 37}, 'Lab': {'support': 35, 'oppose': 9}, 'Lib Dem': {'support': 37, 'oppose': 11}, 'Reform': {'support': 11, 'oppose': 53}}"
"If the US were to place tariffs on British goods imported to the US, would you support or oppose the UK responding by placing tariffs on American goods imported to the UK?",https://yougov.co.uk/topics/international/survey-results/daily/2025/02/03/8ae3f/1,Conducted 3 February 2025,3984,"{'Strongly support': {'All': 39, 'Con': 41, 'Lab': 48, 'Lib Dem': 46, 'Reform': 27}, 'Somewhat support': {'All': 26, 'Con': 29, 'Lab': 24, 'Lib Dem': 30, 'Reform': 30}, 'Somewhat oppose': {'All': 9, 'Con': 9, 'Lab': 8, 'Lib Dem': 7, 'Reform': 12}, 'Strongly oppose': {'All': 4, 'Con': 6, 'Lab': 3, 'Lib Dem': 3, 'Reform': 9}, ""Don't know"": {'All': 22, 'Con': 16, 'Lab': 17, 'Lib Dem': 14, 'Reform': 21}}","{'All': {'support': 65, 'oppose': 13}, 'Con': {'support': 70, 'oppose': 15}, 'Lab': {'support': 72, 'oppose': 11}, 'Lib Dem': {'support': 76, 'oppose': 10}, 'Reform': {'support': 57, 'oppose': 21}}"
"In the event of a peace deal in Ukraine, would you support or oppose British soldiers being stationed in the country as peacekeepers, alongside soldiers from other European countries?",https://yougov.co.uk/topics/politics/survey-results/daily/2025/01/16/c89e0/2,Conducted 16 January 2025,6072,"{'Strongly support': {'All': 21, 'Con': 23, 'Lab': 25, 'Lib Dem': 28, 'Reform': 15}, 'Somewhat support': {'All': 37, 'Con': 44, 'Lab': 41, 'Lib Dem': 42, 'Reform': 29}, 'Somewhat oppose': {'All': 10, 'Con': 11, 'Lab': 9, 'Lib Dem': 6, 'Reform': 17}, 'Strongly oppose': {'All': 11, 'Con': 9, 'Lab': 6, 'Lib Dem': 5, 'Reform': 28}, 'Don’t know': {'All': 21, 'Con': 14, 'Lab': 19, 'Lib Dem': 19, 'Reform': 11}}","{'All': {'support': 58, 'oppose': 21}, 'Con': {'support': 67, 'oppose': 20}, 'Lab': {'support': 66, 'oppose': 15}, 'Lib Dem': {'support': 70, 'oppose': 11}, 'Reform': {'support': 44, 'oppose': 45}}"
Would you support or oppose changing the titles of British honours such as the OBE and MBE from 'Order of the British Empire' to 'Order of British Excellence'?,https://yougov.co.uk/topics/entertainment/survey-results/daily/2024/11/04/a8143/1,Conducted 4 November 2024,3810,"{'Strongly support': {'All': 12, 'Con': 6, 'Lab': 20, 'Lib Dem': 18, 'Reform': 5}, 'Somewhat support': {'All': 21, 'Con': 20, 'Lab': 28, 'Lib Dem': 24, 'Reform': 13}, 'Somewhat oppose': {'All': 14, 'Con': 18, 'Lab': 11, 'Lib Dem': 16, 'Reform': 17}, 'Strongly oppose': {'All': 18, 'Con': 32, 'Lab': 8, 'Lib Dem': 13, 'Reform': 45}, ""Don't know"": {'All': 35, 'Con': 23, 'Lab': 34, 'Lib Dem': 30, 'Reform': 20}}","{'All': {'support': 33, 'oppose': 32}, 'Con': {'support': 26, 'oppose': 50}, 'Lab': {'support': 48, 'oppose': 19}, 'Lib Dem': {'support': 42, 'oppose': 29}, 'Reform': {'support': 18, 'oppose': 62}}"
Do you support or oppose fraud investigators being able to access people’s bank accounts if there is a suspicion they are claiming benefits they are not entitled to?,https://yougov.co.uk/topics/politics/survey-results/daily/2024/09/24/e2f46/1,Conducted 24 September 2024,3566,"{'Strongly support': {'All': 29, 'Con': 39, 'Lab': 24, 'Lib Dem': 25, 'Reform': 42}, 'Tend to support': {'All': 35, 'Con': 40, 'Lab': 38, 'Lib Dem': 44, 'Reform': 29}, 'Tend to oppose': {'All': 14, 'Con': 7, 'Lab': 15, 'Lib Dem': 15, 'Reform': 12}, 'Strongly oppose': {'All': 10, 'Con': 5, 'Lab': 11, 'Lib Dem': 6, 'Reform': 10}, 'Don’t know': {'All': 12, 'Con': 9, 'Lab': 12, 'Lib Dem': 11, 'Reform': 8}}","{'All': {'support': 29, 'oppose': 10}, 'Con': {'support': 39, 'oppose': 5}, 'Lab': {'support': 24, 'oppose': 11}, 'Lib Dem': {'support': 25, 'oppose': 6}, 'Reform': {'support': 42, 'oppose': 10}}"
"Would you support or oppose banning people from smoking in their homes, if they live in an apartment block or other shared buildings?",https://yougov.co.uk/topics/health/survey-results/daily/2024/08/29/a8ff1/2,Conducted 29 August 2024,3715,"{'Strongly support': {'All': 22, 'Con': 19, 'Lab': 23, 'Lib Dem': 23, 'Reform': 16}, 'Tend to support': {'All': 20, 'Con': 20, 'Lab': 22, 'Lib Dem': 26, 'Reform': 14}, 'Tend to oppose': {'All': 22, 'Con': 23, 'Lab': 25, 'Lib Dem': 20, 'Reform': 18}, 'Strongly oppose': {'All': 24, 'Con': 24, 'Lab': 18, 'Lib Dem': 21, 'Reform': 43}, 'Don’t know': {'All': 12, 'Con': 14, 'Lab': 11, 'Lib Dem': 10, 'Reform': 9}}","{'All': {'support': 22, 'oppose': 24}, 'Con': {'support': 19, 'oppose': 24}, 'Lab': {'support': 23, 'oppose': 18}, 'Lib Dem': {'support': 23, 'oppose': 21}, 'Reform': {'support': 16, 'oppose': 43}}"
"Would you support or oppose schools ending their day early, after lunch, on a Friday?",https://yougov.co.uk/topics/society/survey-results/daily/2024/06/21/b4451/3,Conducted 21 June 2024,5398,"{'Strongly support': {'All': 14, 'Lab': 18, 'Con': 7, 'LD': 10, 'Remain': 15, 'Leave': 9}, 'Somewhat support': {'All': 25, 'Lab': 27, 'Con': 20, 'LD': 31, 'Remain': 27, 'Leave': 20}, 'Somewhat oppose': {'All': 19, 'Lab': 18, 'Con': 22, 'LD': 22, 'Remain': 19, 'Leave': 20}, 'Strongly oppose': {'All': 24, 'Lab': 18, 'Con': 36, 'LD': 18, 'Remain': 20, 'Leave': 34}, ""Don't know"": {'All': 18, 'Lab': 19, 'Con': 16, 'LD': 20, 'Remain': 20, 'Leave': 17}}","{'All': {'support': 39, 'oppose': 43}, 'Lab': {'support': 45, 'oppose': 36}, 'Con': {'support': 27, 'oppose': 58}, 'LD': {'support': 41, 'oppose': 40}, 'Remain': {'support': 42, 'oppose': 39}, 'Leave': {'support': 29, 'oppose': 54}}"
"Would you support or oppose some prisoners serving out their term in Estonian prisons, to relieve pressure on space in UK prisons?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/09/09/0fb0f/2,Conducted 9 September 2024,4103,"{'Strongly support': {'All': 24, 'Con': 35, 'Lab': 19, 'Lib Dem': 16, 'Reform': 33}, 'Tend to support': {'All': 28, 'Con': 31, 'Lab': 30, 'Lib Dem': 31, 'Reform': 30}, 'Tend to oppose': {'All': 13, 'Con': 11, 'Lab': 18, 'Lib Dem': 18, 'Reform': 6}, 'Strongly oppose': {'All': 13, 'Con': 5, 'Lab': 14, 'Lib Dem': 15, 'Reform': 16}, 'Don’t know': {'All': 23, 'Con': 18, 'Lab': 19, 'Lib Dem': 19, 'Reform': 15}}","{'All': {'support': 24, 'oppose': 13}, 'Con': {'support': 35, 'oppose': 5}, 'Lab': {'support': 19, 'oppose': 14}, 'Lib Dem': {'support': 16, 'oppose': 15}, 'Reform': {'support': 33, 'oppose': 16}}"
Would you support or oppose unemployed people aged 18-21 who are capable of work being required to participate in training or apprenticeships in order to receive benefits?,https://yougov.co.uk/topics/economy/survey-results/daily/2024/11/18/79b15/2,Conducted 18 November 2024,5787,"{'Strongly support': {'All': 50, 'Con': 73, 'Lab': 42, 'Lib Dem': 43, 'Reform': 67}, 'Somewhat support': {'All': 33, 'Con': 21, 'Lab': 40, 'Lib Dem': 41, 'Reform': 24}, 'Somewhat oppose': {'All': 6, 'Con': 2, 'Lab': 7, 'Lib Dem': 5, 'Reform': 3}, 'Strongly oppose': {'All': 3, 'Con': 1, 'Lab': 4, 'Lib Dem': 2, 'Reform': 1}, ""Don't know"": {'All': 8, 'Con': 3, 'Lab': 7, 'Lib Dem': 8, 'Reform': 4}}","{'All': {'support': 83, 'oppose': 9}, 'Con': {'support': 94, 'oppose': 3}, 'Lab': {'support': 82, 'oppose': 11}, 'Lib Dem': {'support': 84, 'oppose': 7}, 'Reform': {'support': 91, 'oppose': 4}}"
Do you support or oppose banning free drinks refills of sugary or fizzy drinks at restaurants and cafes?,https://yougov.co.uk/topics/society/survey-results/daily/2024/07/15/4300d/3,Conducted 15 July 2024,3393,"{'Strongly support': {'All': 15, 'Lab': 20, 'Con': 15, 'LD': 14, 'Remain': 17, 'Leave': 15}, 'Tend to support': {'All': 22, 'Lab': 23, 'Con': 22, 'LD': 26, 'Remain': 25, 'Leave': 20}, 'Tend to oppose': {'All': 28, 'Lab': 28, 'Con': 29, 'LD': 24, 'Remain': 29, 'Leave': 27}, 'Strongly oppose': {'All': 20, 'Lab': 18, 'Con': 21, 'LD': 22, 'Remain': 17, 'Leave': 24}, 'Don’t know': {'All': 15, 'Lab': 11, 'Con': 13, 'LD': 14, 'Remain': 12, 'Leave': 14}}","{'All': {'support': 15, 'oppose': 20}, 'Lab': {'support': 20, 'oppose': 18}, 'Con': {'support': 15, 'oppose': 21}, 'LD': {'support': 14, 'oppose': 22}, 'Remain': {'support': 17, 'oppose': 17}, 'Leave': {'support': 15, 'oppose': 24}}"
Do you support or oppose junior doctors going on strike over pay and working conditions?,https://yougov.co.uk/topics/politics/survey-results/daily/2024/06/28/886c4/2,Conducted 28 June 2024,6121,"{'Strongly support': {'All': 23, 'Lab': 41, 'Con': 7, 'LD': 30, 'Remain': 31, 'Leave': 12}, 'Somewhat support': {'All': 29, 'Lab': 36, 'Con': 21, 'LD': 34, 'Remain': 33, 'Leave': 24}, 'Somewhat oppose': {'All': 18, 'Lab': 11, 'Con': 24, 'LD': 19, 'Remain': 16, 'Leave': 22}, 'Strongly oppose': {'All': 21, 'Lab': 7, 'Con': 42, 'LD': 11, 'Remain': 14, 'Leave': 35}, 'Don’t know': {'All': 9, 'Lab': 5, 'Con': 6, 'LD': 6, 'Remain': 6, 'Leave': 7}}","{'All': {'support': 52, 'oppose': 39}, 'Lab': {'support': 77, 'oppose': 18}, 'Con': {'support': 28, 'oppose': 66}, 'LD': {'support': 64, 'oppose': 30}, 'Remain': {'support': 64, 'oppose': 30}, 'Leave': {'support': 36, 'oppose': 57}}"
Would you support or oppose top universities like Oxford and Cambridge capping the number of students from private schools they take at 10%?,https://yougov.co.uk/topics/society/survey-results/daily/2024/09/13/b436b/2,Conducted 13 September 2024,5339,"{'Strongly support': {'All': 16, 'Con': 8, 'Lab': 23, 'Lib Dem': 16, 'Reform': 8}, 'Somewhat support': {'All': 24, 'Con': 21, 'Lab': 31, 'Lib Dem': 31, 'Reform': 17}, 'Somewhat oppose': {'All': 15, 'Con': 21, 'Lab': 11, 'Lib Dem': 16, 'Reform': 14}, 'Strongly oppose': {'All': 11, 'Con': 22, 'Lab': 6, 'Lib Dem': 9, 'Reform': 20}, ""Don't know"": {'All': 34, 'Con': 28, 'Lab': 30, 'Lib Dem': 28, 'Reform': 41}}","{'All': {'support': 40, 'oppose': 26}, 'Con': {'support': 29, 'oppose': 43}, 'Lab': {'support': 54, 'oppose': 17}, 'Lib Dem': {'support': 47, 'oppose': 25}, 'Reform': {'support': 25, 'oppose': 34}}"
"Would you support or oppose armed police officers being granted anonymity if they face a criminal trial as a result of a police shooting, unless they are subsequently found guilty?",https://yougov.co.uk/topics/politics/survey-results/daily/2024/10/24/80cfd/1,Conducted 24 October 2024,6562,"{'Strongly support': {'All': 42, 'Con': 64, 'Lab': 35, 'Lib Dem': 41, 'Reform': 69}, 'Somewhat support': {'All': 27, 'Con': 22, 'Lab': 33, 'Lib Dem': 29, 'Reform': 18}, 'Somewhat oppose': {'All': 8, 'Con': 4, 'Lab': 9, 'Lib Dem': 12, 'Reform': 2}, 'Strongly oppose': {'All': 9, 'Con': 3, 'Lab': 9, 'Lib Dem': 7, 'Reform': 3}, ""Don't know"": {'All': 14, 'Con': 8, 'Lab': 13, 'Lib Dem': 11, 'Reform': 7}}","{'All': {'support': 69, 'oppose': 17}, 'Con': {'support': 86, 'oppose': 7}, 'Lab': {'support': 68, 'oppose': 18}, 'Lib Dem': {'support': 70, 'oppose': 19}, 'Reform': {'support': 87, 'oppose': 5}}"
